DATE,Region,SKU,QTY
22-05-2024,R1,SKU1,156.5
23-05-2024,R1,SKU1,56
24-05-2024,R1,SKU1,134
25-05-2024,R1,SKU1,56
26-05-2024,R1,SKU1,199.5
27-05-2024,R1,SKU1,56
28-05-2024,R1,SKU1,127
29-05-2024,R1,SKU1,103
30-05-2024,R1,SKU1,89.5
31-05-2024,R1,SKU1,202
01-06-2024,R1,SKU1,72
02-06-2024,R1,SKU1,95.5
03-06-2024,R1,SKU1,77
04-06-2024,R1,SKU1,81.5
05-06-2024,R1,SKU1,139
06-06-2024,R1,SKU1,87
07-06-2024,R1,SKU1,109
08-06-2024,R1,SKU1,184
09-06-2024,R1,SKU1,114
10-06-2024,R1,SKU1,55
11-06-2024,R1,SKU1,66.5
12-06-2024,R1,SKU1,76.5
13-06-2024,R1,SKU1,161.5
14-06-2024,R1,SKU1,135.5
15-06-2024,R1,SKU1,150.65
16-06-2024,R1,SKU1,129
17-06-2024,R1,SKU1,28
18-06-2024,R1,SKU1,68.5
19-06-2024,R1,SKU1,90
20-06-2024,R1,SKU1,108
21-06-2024,R1,SKU1,80
22-06-2024,R1,SKU1,72
23-06-2024,R1,SKU1,26
24-06-2024,R1,SKU1,107
25-06-2024,R1,SKU1,118
26-06-2024,R1,SKU1,36
27-06-2024,R1,SKU1,91
28-06-2024,R1,SKU1,38.5
29-06-2024,R1,SKU1,178.5
30-06-2024,R1,SKU1,48.5
01-07-2024,R1,SKU1,26
04-07-2024,R1,SKU1,25.5
05-07-2024,R1,SKU1,20
06-07-2024,R1,SKU1,26
08-07-2024,R1,SKU1,26
09-07-2024,R1,SKU1,62
10-07-2024,R1,SKU1,62
11-07-2024,R1,SKU1,35
13-07-2024,R1,SKU1,40
15-07-2024,R1,SKU1,5
16-07-2024,R1,SKU1,10
18-07-2024,R1,SKU1,15
20-07-2024,R1,SKU1,66
29-07-2024,R1,SKU1,62
30-07-2024,R1,SKU1,41
01-08-2024,R1,SKU1,50
02-08-2024,R1,SKU1,33
04-08-2024,R1,SKU1,20
05-08-2024,R1,SKU1,25
07-08-2024,R1,SKU1,36
08-08-2024,R1,SKU1,50
10-08-2024,R1,SKU1,57
11-08-2024,R1,SKU1,27
12-08-2024,R1,SKU1,96
13-08-2024,R1,SKU1,72
14-08-2024,R1,SKU1,63
15-08-2024,R1,SKU1,36
16-08-2024,R1,SKU1,6
18-08-2024,R1,SKU1,49
19-08-2024,R1,SKU1,145
20-08-2024,R1,SKU1,26
21-08-2024,R1,SKU1,20
22-08-2024,R1,SKU1,36
23-08-2024,R1,SKU1,33
26-08-2024,R1,SKU1,21
27-08-2024,R1,SKU1,23
28-08-2024,R1,SKU1,20
29-08-2024,R1,SKU1,28.75
30-08-2024,R1,SKU1,125
31-08-2024,R1,SKU1,26
01-09-2024,R1,SKU1,87
04-09-2024,R1,SKU1,36
05-09-2024,R1,SKU1,23
06-09-2024,R1,SKU1,26
07-09-2024,R1,SKU1,59.75
08-09-2024,R1,SKU1,77
10-09-2024,R1,SKU1,72
11-09-2024,R1,SKU1,13.5
12-09-2024,R1,SKU1,26
13-09-2024,R1,SKU1,44
14-09-2024,R1,SKU1,15
15-09-2024,R1,SKU1,35
16-09-2024,R1,SKU1,107
17-09-2024,R1,SKU1,5
18-09-2024,R1,SKU1,26
19-09-2024,R1,SKU1,61
20-09-2024,R1,SKU1,51
21-09-2024,R1,SKU1,112
22-09-2024,R1,SKU1,61
23-09-2024,R1,SKU1,103
24-09-2024,R1,SKU1,25
25-09-2024,R1,SKU1,46
26-09-2024,R1,SKU1,15
27-09-2024,R1,SKU1,72
28-09-2024,R1,SKU1,26
30-09-2024,R1,SKU1,65.25
01-10-2024,R1,SKU1,119
02-10-2024,R1,SKU1,106.5
03-10-2024,R1,SKU1,87
04-10-2024,R1,SKU1,77
05-10-2024,R1,SKU1,46
06-10-2024,R1,SKU1,72
07-10-2024,R1,SKU1,56
08-10-2024,R1,SKU1,119.5
09-10-2024,R1,SKU1,65
10-10-2024,R1,SKU1,51
11-10-2024,R1,SKU1,73
13-10-2024,R1,SKU1,95
14-10-2024,R1,SKU1,103
15-10-2024,R1,SKU1,89.5
16-10-2024,R1,SKU1,10
17-10-2024,R1,SKU1,110
18-10-2024,R1,SKU1,72
19-10-2024,R1,SKU1,63.5
20-10-2024,R1,SKU1,16
21-10-2024,R1,SKU1,78
22-10-2024,R1,SKU1,72
23-10-2024,R1,SKU1,88
24-10-2024,R1,SKU1,64.5
25-10-2024,R1,SKU1,20
26-10-2024,R1,SKU1,47
27-10-2024,R1,SKU1,36
28-10-2024,R1,SKU1,36
29-10-2024,R1,SKU1,119
30-10-2024,R1,SKU1,52
03-11-2024,R1,SKU1,39.5
05-11-2024,R1,SKU1,78
06-11-2024,R1,SKU1,46
07-11-2024,R1,SKU1,66
08-11-2024,R1,SKU1,10
09-11-2024,R1,SKU1,55
10-11-2024,R1,SKU1,94
11-11-2024,R1,SKU1,108
12-11-2024,R1,SKU1,141.5
13-11-2024,R1,SKU1,60
14-11-2024,R1,SKU1,177.5
15-11-2024,R1,SKU1,46
16-11-2024,R1,SKU1,154
17-11-2024,R1,SKU1,92
18-11-2024,R1,SKU1,123
19-11-2024,R1,SKU1,25
20-11-2024,R1,SKU1,60
21-11-2024,R1,SKU1,66
22-11-2024,R1,SKU1,111
23-11-2024,R1,SKU1,51
24-11-2024,R1,SKU1,63
25-11-2024,R1,SKU1,106.25
26-11-2024,R1,SKU1,36
27-11-2024,R1,SKU1,164
28-11-2024,R1,SKU1,73.5
29-11-2024,R1,SKU1,129
30-11-2024,R1,SKU1,136
01-12-2024,R1,SKU1,79.5
02-12-2024,R1,SKU1,71
03-12-2024,R1,SKU1,88.5
04-12-2024,R1,SKU1,69.5
05-12-2024,R1,SKU1,118
06-12-2024,R1,SKU1,82
07-12-2024,R1,SKU1,133
08-12-2024,R1,SKU1,92
09-12-2024,R1,SKU1,124
10-12-2024,R1,SKU1,62.5
11-12-2024,R1,SKU1,75
12-12-2024,R1,SKU1,119.5
13-12-2024,R1,SKU1,77
14-12-2024,R1,SKU1,107
15-12-2024,R1,SKU1,36
16-12-2024,R1,SKU1,256.5
17-12-2024,R1,SKU1,145
18-12-2024,R1,SKU1,117
19-12-2024,R1,SKU1,146.5
20-12-2024,R1,SKU1,133
21-12-2024,R1,SKU1,93.5
22-12-2024,R1,SKU1,135
23-12-2024,R1,SKU1,177.5
24-12-2024,R1,SKU1,42.5
25-12-2024,R1,SKU1,245.5
26-12-2024,R1,SKU1,83.5
27-12-2024,R1,SKU1,122.75
28-12-2024,R1,SKU1,145.5
29-12-2024,R1,SKU1,197
30-12-2024,R1,SKU1,114
31-12-2024,R1,SKU1,197
01-01-2025,R1,SKU1,63.25
02-01-2025,R1,SKU1,30.5
03-01-2025,R1,SKU1,66
04-01-2025,R1,SKU1,123
05-01-2025,R1,SKU1,122
06-01-2025,R1,SKU1,103
07-01-2025,R1,SKU1,99
08-01-2025,R1,SKU1,109.5
09-01-2025,R1,SKU1,164
10-01-2025,R1,SKU1,216.75
11-01-2025,R1,SKU1,129.1
12-01-2025,R1,SKU1,185
13-01-2025,R1,SKU1,81.25
14-01-2025,R1,SKU1,37
15-01-2025,R1,SKU1,51.5
16-01-2025,R1,SKU1,121
17-01-2025,R1,SKU1,39.5
18-01-2025,R1,SKU1,204.25
19-01-2025,R1,SKU1,103
20-01-2025,R1,SKU1,174
21-01-2025,R1,SKU1,160
22-01-2025,R1,SKU1,91.6
23-01-2025,R1,SKU1,210.75
24-01-2025,R1,SKU1,103
25-01-2025,R1,SKU1,180
26-01-2025,R1,SKU1,185
27-01-2025,R1,SKU1,183
28-01-2025,R1,SKU1,123
29-01-2025,R1,SKU1,146
30-01-2025,R1,SKU1,149
31-01-2025,R1,SKU1,169
01-02-2025,R1,SKU1,70.75
02-02-2025,R1,SKU1,205
03-02-2025,R1,SKU1,73
04-02-2025,R1,SKU1,77.75
05-02-2025,R1,SKU1,129.25
06-02-2025,R1,SKU1,121
07-02-2025,R1,SKU1,103
08-02-2025,R1,SKU1,149
09-02-2025,R1,SKU1,145
10-02-2025,R1,SKU1,81
11-02-2025,R1,SKU1,177.5
12-02-2025,R1,SKU1,188.5
13-02-2025,R1,SKU1,107
14-02-2025,R1,SKU1,190.5
15-02-2025,R1,SKU1,114
16-02-2025,R1,SKU1,152.5
17-02-2025,R1,SKU1,150
18-02-2025,R1,SKU1,190.75
19-02-2025,R1,SKU1,267
20-02-2025,R1,SKU1,123
21-02-2025,R1,SKU1,241.5
22-02-2025,R1,SKU1,78.25
23-02-2025,R1,SKU1,163
24-02-2025,R1,SKU1,175
25-02-2025,R1,SKU1,62
26-02-2025,R1,SKU1,118
27-02-2025,R1,SKU1,175
28-02-2025,R1,SKU1,146
01-03-2025,R1,SKU1,277
02-03-2025,R1,SKU1,246.5
03-03-2025,R1,SKU1,330.5
04-03-2025,R1,SKU1,79.5
05-03-2025,R1,SKU1,142
06-03-2025,R1,SKU1,72
07-03-2025,R1,SKU1,88
08-03-2025,R1,SKU1,159.5
09-03-2025,R1,SKU1,168
10-03-2025,R1,SKU1,188.5
11-03-2025,R1,SKU1,225
12-03-2025,R1,SKU1,45
13-03-2025,R1,SKU1,125
15-03-2025,R1,SKU1,26
16-03-2025,R1,SKU1,84.5
17-03-2025,R1,SKU1,46
18-03-2025,R1,SKU1,89.5
19-03-2025,R1,SKU1,129
20-03-2025,R1,SKU1,251
21-03-2025,R1,SKU1,144
22-03-2025,R1,SKU1,58
23-03-2025,R1,SKU1,88.5
24-03-2025,R1,SKU1,103.5
25-03-2025,R1,SKU1,109
26-03-2025,R1,SKU1,248
27-03-2025,R1,SKU1,183
28-03-2025,R1,SKU1,187.75
29-03-2025,R1,SKU1,215.5
30-03-2025,R1,SKU1,161
31-03-2025,R1,SKU1,250
01-04-2025,R1,SKU1,97
02-04-2025,R1,SKU1,84.5
03-04-2025,R1,SKU1,179.5
04-04-2025,R1,SKU1,156
05-04-2025,R1,SKU1,151.5
06-04-2025,R1,SKU1,82
07-04-2025,R1,SKU1,70
08-04-2025,R1,SKU1,257
09-04-2025,R1,SKU1,174.5
10-04-2025,R1,SKU1,136.5
11-04-2025,R1,SKU1,150
12-04-2025,R1,SKU1,116.5
13-04-2025,R1,SKU1,195.25
14-04-2025,R1,SKU1,98
15-04-2025,R1,SKU1,106.75
16-04-2025,R1,SKU1,225.5
17-04-2025,R1,SKU1,271.5
18-04-2025,R1,SKU1,249
19-04-2025,R1,SKU1,172
20-04-2025,R1,SKU1,103
21-04-2025,R1,SKU1,68
22-04-2025,R1,SKU1,207
23-04-2025,R1,SKU1,146
24-04-2025,R1,SKU1,173
25-04-2025,R1,SKU1,97.5
26-04-2025,R1,SKU1,132.5
27-04-2025,R1,SKU1,113
28-04-2025,R1,SKU1,237.5
29-04-2025,R1,SKU1,278
30-04-2025,R1,SKU1,242.75
01-07-2025,R1,SKU1,119
02-07-2025,R1,SKU1,5
03-07-2025,R1,SKU1,73
04-07-2025,R1,SKU1,88
06-07-2025,R1,SKU1,64
07-07-2025,R1,SKU1,15.5
08-07-2025,R1,SKU1,16.5
09-07-2025,R1,SKU1,87
10-07-2025,R1,SKU1,46
11-07-2025,R1,SKU1,31
12-07-2025,R1,SKU1,112.5
13-07-2025,R1,SKU1,31
14-07-2025,R1,SKU1,80
15-07-2025,R1,SKU1,52
16-07-2025,R1,SKU1,46
17-07-2025,R1,SKU1,62
18-07-2025,R1,SKU1,10
19-07-2025,R1,SKU1,88
20-07-2025,R1,SKU1,84.5
21-07-2025,R1,SKU1,61
22-07-2025,R1,SKU1,106
23-07-2025,R1,SKU1,52
24-07-2025,R1,SKU1,51
25-07-2025,R1,SKU1,10
26-07-2025,R1,SKU1,60
27-07-2025,R1,SKU1,97.5
28-07-2025,R1,SKU1,31
30-07-2025,R1,SKU1,87
31-07-2025,R1,SKU1,52.75
02-08-2025,R1,SKU1,74
03-08-2025,R1,SKU1,83.5
04-08-2025,R1,SKU1,26
05-08-2025,R1,SKU1,132.5
06-08-2025,R1,SKU1,49.5
07-08-2025,R1,SKU1,66
08-08-2025,R1,SKU1,87
09-08-2025,R1,SKU1,7
10-08-2025,R1,SKU1,62
11-08-2025,R1,SKU1,51
12-08-2025,R1,SKU1,15
13-08-2025,R1,SKU1,28.5
14-08-2025,R1,SKU1,36
15-08-2025,R1,SKU1,28.5
16-08-2025,R1,SKU1,130
17-08-2025,R1,SKU1,36
18-08-2025,R1,SKU1,40
19-08-2025,R1,SKU1,26
20-08-2025,R1,SKU1,45
22-08-2025,R1,SKU1,46
23-08-2025,R1,SKU1,119
24-08-2025,R1,SKU1,146.5
25-08-2025,R1,SKU1,22
26-08-2025,R1,SKU1,17.5
28-08-2025,R1,SKU1,52
29-08-2025,R1,SKU1,26
30-08-2025,R1,SKU1,26
31-08-2025,R1,SKU1,143
02-09-2025,R1,SKU1,5
03-09-2025,R1,SKU1,26
04-09-2025,R1,SKU1,52
05-09-2025,R1,SKU1,26
07-09-2025,R1,SKU1,10
09-09-2025,R1,SKU1,58.5
10-09-2025,R1,SKU1,26
11-09-2025,R1,SKU1,32
12-09-2025,R1,SKU1,10
13-09-2025,R1,SKU1,52
14-09-2025,R1,SKU1,11.5
15-09-2025,R1,SKU1,5
16-09-2025,R1,SKU1,26
17-09-2025,R1,SKU1,11.25
19-09-2025,R1,SKU1,26
22-09-2025,R1,SKU1,37.5
24-09-2025,R1,SKU1,96
25-09-2025,R1,SKU1,52
30-09-2025,R1,SKU1,31
